3.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3396200638577616e-01,0.0000000000000000e+00,0.0000000000000000e+00
3.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3396200638577616e-01,0.0000000000000000e+00,0.0000000000000000e+00
3.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3396200638577616e-01,0.0000000000000000e+00,0.0000000000000000e+00
3.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3396200638577616e-01,0.0000000000000000e+00,0.0000000000000000e+00
3.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3396200638577616e-01,0.0000000000000000e+00,0.0000000000000000e+00
3.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3396200638577616e-01,0.0000000000000000e+00,0.0000000000000000e+00
3.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3396200638577616e-01,0.0000000000000000e+00,0.0000000000000000e+00
3.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3396200638577616e-01,0.0000000000000000e+00,0.0000000000000000e+00
3.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3396200638577616e-01,0.0000000000000000e+00,0.0000000000000000e+00
3.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3396200638577616e-01,0.0000000000000000e+00,0.0000000000000000e+00
3.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3396200638577616e-01,0.0000000000000000e+00,0.0000000000000000e+00
